ACARA ID,School Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent School ID,AGE ID,Latitude,Longitude,StateProvinceID
44003,A.G.B.U. Alexander Primary School,Duffys Forest,NSW,2084,Primary,Non-Gov,Open,Major Cities,44003,53399,-33.67679,151.18715,77004_00
40987,Abbotsford Public School,Abbotsford,NSW,2046,Primary,Gov,Open,Major Cities,40987,44402,-33.8527,151.131,1001
43762,Abbotsleigh,Wahroonga,NSW,2076,Combined,Non-Gov,Open,Major Cities,43762,41302,-33.7199,151.111,10968_00
52056,Abbotsleigh Junior School,Wahroonga,NSW,2076,Primary,Non-Gov,Open,Major Cities,43762,,-33.7162,151.113,10968_01
41852,Aberdeen Public School,Aberdeen,NSW,2336,Primary,Gov,Open,Inner Regional,41852,49333,-32.1661,150.888,1002
41853,Abermain Public School,Abermain,NSW,2326,Primary,Gov,Open,Major Cities,41853,49299,-32.8089,151.426,1003
42715,Adaminaby Public School,Adaminaby,NSW,2629,Primary,Gov,Open,Outer Regional,42715,50425,-35.9933,148.777,1007
41854,Adamstown Public School,Adamstown,NSW,2289,Primary,Gov,Open,Major Cities,41854,49043,-32.9322,151.731,1008
42530,Adelong Public School,Adelong,NSW,2729,Primary,Gov,Open,Inner Regional,42530,50667,-35.3123,148.063,1009
43780,Aetaomah School,Terragon,NSW,2484,Combined,Non-Gov,Open,Inner Regional,43780,55898,-28.4591,153.27,77642_00
41594,Airds High School,Campbelltown,NSW,2560,Secondary,Gov,Open,Major Cities,41594,46504,-34.0869,150.827,8493
41548,Ajuga School,Glenfield,NSW,2167,Special,Gov,Open,Major Cities,41548,56152,-33.9695,150.878,5748
43919,Al Amanah College,Liverpool,NSW,2170,Combined,Non-Gov,Open,Major Cities,43919,77397,-33.929,150.922,77800_00
43852,"Al Amanah College, Bankstown campus",Bankstown,NSW,2200,Primary,Non-Gov,Open,Major Cities,43919,55684,-33.9172,151.028,77800_01
50603,Al Hikma College,Lakemba,NSW,2195,Primary,Non-Gov,Open,Major Cities,50603,69666,-33.9262,151.081,78005_00
43958,Al Noori Muslim School,Greenacre,NSW,2190,Primary,Non-Gov,Open,Major Cities,43958,53329,-33.9118,151.05,77003_00
40979,Al Noori Muslim School - Senior Campus,Greenacre,NSW,2190,Secondary,Non-Gov,Open,Major Cities,43958,77580,-33.9112,151.049,77003_01
43741,Al Sadiq College,Greenacre,NSW,2190,Combined,Non-Gov,Open,Major Cities,43741,58093,-33.9099,151.056,77807_00
40720,Al Sadiq College Yagoona Campus,Yagoona,NSW,2199,Primary,Non-Gov,Open,Major Cities,43741,77542,-33.9041,151.024,77807_01
43946,Al Zahra College,Arncliffe,NSW,2205,Combined,Non-Gov,Open,Major Cities,43946,54651,-33.9337,151.148,77657_00
42339,Albert Park Public School,East Lismore,NSW,2480,Primary,Gov,Open,Inner Regional,42339,49776,-28.8216,153.272,4177
42936,Albion Park High School,Albion Park,NSW,2527,Secondary,Gov,Open,Major Cities,42936,54950,-34.5767,150.773,8586
42716,Albion Park Public School,Albion Park,NSW,2527,Primary,Gov,Open,Major Cities,42716,50020,-34.5703,150.773,1015
42861,Albion Park Rail Public School,Albion Park,NSW,2527,Primary,Gov,Open,Major Cities,42861,50021,-34.5676,150.799,4121
42689,Albury High School,Albury,NSW,2640,Secondary,Gov,Open,Inner Regional,42689,50438,-36.0728,146.915,8101
42654,Albury North Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42654,50440,-36.0642,146.932,3922
42531,Albury Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42531,50441,-36.0825,146.919,1017
42532,Albury West Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42532,50442,-36.0778,146.896,1019
42356,Aldavilla Public School,Yarravel,NSW,2440,Primary,Gov,Open,Inner Regional,42356,56175,-31.0558,152.787,4601
40724,Alesco Secondary College,Cooks Hill,NSW,2300,Special,Non-Gov,Open,Major Cities,40724,58110,-32.9294,151.768,77783_00
53001,Alesco Secondary College - Charlestown Campus,Charlestown,NSW,2290,Special,Non-Gov,Open,Major Cities,40724,87662,-32.96278368,151.6928001,77783_06
52306,Alesco Secondary College - Coast Campus,Tuncurry,NSW,2428,Special,Non-Gov,Open,Inner Regional,40724,77702,-32.1793,152.5,77783_02
52891,Alesco Secondary College - Northlakes Campus,Argenton,NSW,2284,Special,Non-Gov,Open,Major Cities,40724,87663,-32.93757,151.63106,77783_05
52307,Alesco Secondary College - Raymond Terrace Campus,Raymond Terrace,NSW,2324,Special,Non-Gov,Open,Major Cities,40724,87661,-32.764,151.742,77783_01
52612,Alesco Secondary College - Tomaree Campus,Nelson Bay,NSW,2315,Special,Non-Gov,Open,Inner Regional,40724,86562,-32.721,152.154,77783_04
52072,Alesco Secondry College - Abermain Campus,Abermain,NSW,2326,Special,Non-Gov,Open,Major Cities,40724,86389,-32.81107694,151.4315689,77783_03
41184,Alexandria Park Community School,Alexandria,NSW,2015,Combined,Gov,Open,Major Cities,41184,46425,-33.9002,151.196,8556
43952,Al-Faisal College,Auburn,NSW,2144,Combined,Non-Gov,Open,Major Cities,43952,55403,-33.8548,151.032,77671_00
53107,Al-Faisal College - Lakemba,Lakemba,NSW,2195,Primary,Non-Gov,Open,Major Cities,43952,,-33.92383288,151.0768608,77671_03
50593,Al-Faisal College - Campbelltown,Minto,NSW,2566,Combined,Non-Gov,Open,Major Cities,50593,70306,-34.0222,150.858,78140_00
51520,Al-Faisal College - Liverpool,Austral,NSW,2179,Combined,Non-Gov,Open,Major Cities,51520,70305,-33.9095,150.811,78141_00
41115,Alfords Point Public School,Alfords Point,NSW,2234,Primary,Gov,Open,Major Cities,41115,56155,-33.9924,151.024,4605
43404,All Hallows Catholic Primary School,Five Dock,NSW,2046,Primary,Non-Gov,Open,Major Cities,43404,41306,-33.8609,151.134,77006_00
43567,All Hallows Catholic Primary School,Gulgong,NSW,2852,Primary,Non-Gov,Open,Outer Regional,43567,41305,-32.3614,149.534,77005_00
43422,All Saints Catholic College,Liverpool,NSW,2170,Combined,Non-Gov,Open,Major Cities,43422,41831,-33.9191,150.926,77442_00
52877,"All Saints Catholic College, Casula Campus",Casula,NSW,2170,Secondary,Non-Gov,Open,Major Cities,43422,46733,-33.95386,150.90747,77442_01
40618,All Saints College,Maitland,NSW,2320,Secondary,Non-Gov,Open,Major Cities,40618,53863,-32.7378,151.56,11397_00
43318,All Saints College (St Peter's),Maitland,NSW,2320,Secondary,Non-Gov,Open,Major Cities,40618,77181,-32.7343,151.559,11397_03
40892,All Saints Grammar,Belmore,NSW,2192,Secondary,Non-Gov,Open,Major Cities,40892,77271,-33.9295,151.095,77011_00
43959,All Saints Grammar Junior School,Belmore,NSW,2192,Primary,Non-Gov,Open,Major Cities,40892,53416,-33.9153,151.091,77011_01
43616,All Saints Primary School,Tumbarumba,NSW,2653,Primary,Non-Gov,Open,Outer Regional,43616,41309,-35.7787,148.013,77012_00
41281,Allambie Heights Public School,Allambie Heights,NSW,2100,Primary,Gov,Open,Major Cities,41281,47706,-33.7658,151.252,4200
52437,Allegra School Coffs Harbour,Coffs Harbour,NSW,2450,Special,Non-Gov,Open,Inner Regional,52437,80024,-30.2976,153.115,78156_00
42940,Alma Public School,Broken Hill,NSW,2880,Primary,Gov,Open,Outer Regional,42940,51109,-31.9822,141.462,1028
50380,Alpha Omega Senior College,Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,50380,69088,-33.8508,151.031,77993_00
52618,"Alpha Omega Senior College, Queen Street Campus",Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,50380,85529,-33.8499,151.032,77993_01
42405,Alstonville High School,Alstonville,NSW,2477,Secondary,Gov,Open,Inner Regional,42405,54740,-28.8399,153.434,8578
42138,Alstonville Public School,Alstonville,NSW,2477,Primary,Gov,Open,Inner Regional,42138,49761,-28.8385,153.438,1030
41607,Ambarvale High School,Rosemeadow,NSW,2560,Secondary,Gov,Open,Major Cities,41607,54941,-34.1006,150.801,8570
41498,Ambarvale Public School,Ambarvale,NSW,2560,Primary,Gov,Open,Major Cities,41498,50196,-34.0864,150.798,4505
44001,"Amity College, Prestons",Prestons,NSW,2170,Combined,Non-Gov,Open,Major Cities,44001,55309,-33.9417,150.876,11839_00
44006,Amity College Auburn Campus,Auburn,NSW,2144,Primary,Non-Gov,Open,Major Cities,44001,77373,-33.8526,151.034,11839_01
43925,Amity College Illawarra Campus,Shellharbour,NSW,2529,Combined,Non-Gov,Open,Major Cities,44001,77332,-34.5734,150.864,11839_02
53321,Amity College Leppington Campus,Leppington,NSW,2179,Primary,Non-Gov,Proposed,Major Cities,44001,,-33.96666007,150.8083372,11839_03
41855,Anna Bay Public School,Anna Bay,NSW,2316,Primary,Gov,Open,Inner Regional,41855,49126,-32.7764,152.09,1040
40989,Annandale North Public School,Annandale,NSW,2038,Primary,Gov,Open,Major Cities,40989,44930,-33.8779,151.172,1042
40988,Annandale Public School,Annandale,NSW,2038,Primary,Gov,Open,Major Cities,40988,45497,-33.8858,151.17,1041
41247,Annangrove Public School,Annangrove,NSW,2156,Primary,Gov,Open,Major Cities,41247,47863,-33.6674,150.953,3719
43093,Anson Street School,Orange,NSW,2800,Special,Gov,Open,Inner Regional,43093,56157,-33.2965,149.097,5625
52051,Anzac Park Public School,Cammeray,NSW,2062,Primary,Gov,Open,Major Cities,52051,70331,-33.8266,151.211,4656
41354,Appin Public School,Appin,NSW,2560,Primary,Gov,Open,Inner Regional,41354,50197,-34.1984,150.788,1045
43492,Aquinas Catholic College,Menai,NSW,2234,Secondary,Non-Gov,Open,Major Cities,43492,53864,-34.02,151.021,13864_00
41194,Arcadia Public School,Arcadia,NSW,2159,Primary,Gov,Open,Inner Regional,41194,57392,-33.6235,151.051,1048
42019,Arcadia Vale Public School,Arcadia Vale,NSW,2283,Primary,Gov,Open,Major Cities,42019,48963,-33.0602,151.582,4132
43976,Arden Anglican School,Beecroft,NSW,2119,Primary,Non-Gov,Open,Major Cities,43976,41311,-33.7467,151.065,77014_00
40919,"Arden Anglican School, Epping campus",Epping,NSW,2121,Secondary,Non-Gov,Open,Major Cities,43976,77430,-33.77013,151.08427,77014_01
42533,Ardlethan Central School,Ardlethan,NSW,2665,Combined,Gov,Open,Outer Regional,42533,50519,-34.3541,146.901,1051
42001,Argenton Public School,Argenton,NSW,2284,Primary,Gov,Open,Major Cities,42001,48985,-32.9385,151.63,3904
42534,Ariah Park Central School,Ariah Park,NSW,2665,Combined,Gov,Open,Outer Regional,42534,50520,-34.3469,147.218,1055
52875,Arise Christian College,Metford,NSW,2323,Special,Non-Gov,Open,Major Cities,52875,86499,-32.76656,151.6083,78229_00
43943,Arkana College,Kingsgrove,NSW,2208,Primary,Non-Gov,Open,Major Cities,43943,42362,-33.9499,151.099,77015_00
42410,Armidale City Public School,Armidale,NSW,2350,Primary,Gov,Open,Inner Regional,42410,49372,-30.5195,151.664,1057
52723,Armidale Secondary College,Armidale,NSW,2350,Secondary,Gov,Open,Inner Regional,52723,49373,-30.51925421,151.6532283,8915
41129,Arncliffe Public School,Arncliffe,NSW,2205,Primary,Gov,Open,Major Cities,41129,48585,-33.9405,151.146,7401
40524,Arncliffe West Infants School,Arncliffe,NSW,2205,Primary,Gov,Open,Major Cities,40524,48586,-33.9318,151.145,5103
43960,Arndell Anglican College,Oakville,NSW,2765,Combined,Non-Gov,Open,Major Cities,43960,56719,-33.6201,150.85,13401_00
40647,Arndell School,North Ryde,NSW,2113,Special,Gov,Open,Major Cities,40647,56158,-33.8032,151.126,5538
53082,Arrahman College,Austral,NSW,2179,Primary,Non-Gov,Open,Major Cities,53082,87935,-33.91300107,150.8195609,78165_00
41313,Arranounbai School,Frenchs Forest,NSW,2086,Special,Gov,Open,Major Cities,41313,56156,-33.7573,151.242,5656
41195,Artarmon Public School,Artarmon,NSW,2064,Primary,Gov,Open,Major Cities,41195,47612,-33.8112,151.186,1061
41848,Arthur Phillip High School,Parramatta,NSW,2150,Secondary,Gov,Open,Major Cities,41848,46461,-33.8164,151.007,8892
43953,Ascham School,Edgecliff,NSW,2027,Combined,Non-Gov,Open,Major Cities,43953,41312,-33.8787,151.237,10974_00
40990,Ashbury Public School,Ashbury,NSW,2193,Primary,Gov,Open,Major Cities,40990,47773,-33.8988,151.119,1064
41585,Ashcroft High School,Ashcroft,NSW,2168,Secondary,Gov,Open,Major Cities,41585,46380,-33.9204,150.897,8397
41477,Ashcroft Public School,Ashcroft,NSW,2168,Primary,Gov,Open,Major Cities,41477,48524,-33.9164,150.898,4344
41189,Ashfield Boys High School,Ashfield,NSW,2131,Secondary,Gov,Open,Major Cities,41189,45966,-33.8895,151.129,8832
40991,Ashfield Public School,Ashfield,NSW,2131,Primary,Gov,Open,Major Cities,40991,47774,-33.8897,151.128,1065
42412,Ashford Central School,Ashford,NSW,2361,Combined,Gov,Open,Outer Regional,42412,49412,-29.3213,151.095,1066
42671,Ashmont Public School,Wagga Wagga,NSW,2650,Primary,Gov,Open,Inner Regional,42671,50475,-35.1245,147.333,4375
42072,Ashtonfield Public School,Ashtonfield,NSW,2323,Primary,Gov,Open,Major Cities,42072,66003,-32.7724,151.601,4642
43796,Aspect Central Coast School,Terrigal,NSW,2260,Special,Non-Gov,Open,Major Cities,43796,44079,-33.444,151.427,77560_00
52878,Aspect Central Coast School Senior College,Terrigal,NSW,2260,Special,Non-Gov,Open,Major Cities,43796,87166,-33.43586,151.41571,77560_07
52069,"Aspect Central Coast School, East Gosford",East Gosford,NSW,2250,Special,Non-Gov,Open,Major Cities,43796,88602,-33.4369,151.352,77560_06
52325,"Aspect Central Coast School, Noraville",Noraville,NSW,2263,Special,Non-Gov,Open,Major Cities,43796,88601,-33.2681,151.554,77560_05
52326,"Aspect Central Coast School, Tuggerah",Tuggerah,NSW,2259,Special,Non-Gov,Open,Major Cities,43796,88599,-33.298,151.417,77560_02
52328,"Aspect Central Coast School, Woy Woy",Woy Woy,NSW,2256,Special,Non-Gov,Open,Major Cities,43796,88600,-33.503,151.304,77560_04
43768,Aspect Hunter School,Thornton,NSW,2322,Special,Non-Gov,Open,Major Cities,43768,43039,-32.7834,151.637,77146_00
52073,"Aspect Hunter School, Abermain Satellite",Abermain,NSW,2326,Special,Non-Gov,Open,Major Cities,43768,88598,-32.8107,151.443,77146_02
52312,"Aspect Hunter School, Cardiff Satellite",Cardiff,NSW,2285,Primary,Non-Gov,Closed,Major Cities,43768,,-32.9429,151.666,77146_03
52890,"Aspect Hunter School, Muswellbrook Satellite",Muswellbrook,NSW,2333,Special,Non-Gov,Open,Inner Regional,43768,88605,-32.27929,150.88474,77146_10
52315,"Aspect Hunter School, Port Macquarie High School Satellite",Port Macquarie,NSW,2444,Special,Non-Gov,Open,Inner Regional,43768,88621,-31.4539,152.897,77146_09
52314,"Aspect Hunter School, Port Macquarie Primary Satellite",Port Macquarie,NSW,2444,Special,Non-Gov,Open,Inner Regional,43768,88604,-31.4298,152.897,77146_06
52317,"Aspect Hunter School, Tarro Satellite",Tarro,NSW,2322,Special,Non-Gov,Open,Major Cities,43768,88597,-32.8092,151.663,77146_01
52318,"Aspect Hunter School, Waratah West Satellite",Waratah West,NSW,2289,Special,Non-Gov,Open,Major Cities,43768,88639,-32.8989,151.716,77146_07
50250,Aspect Macarthur School,Cobbitty,NSW,2570,Special,Non-Gov,Open,Major Cities,50250,69102,-34.0278,150.701,77998_00
53003,"Aspect Macarthur School, Airds",Campbelltown South,NSW,2560,Special,Non-Gov,Open,Major Cities,50250,87129,-34.0879816,150.8269358,77998_08
52080,"Aspect Macarthur School, Campbelltown",Campbelltown,NSW,2560,Special,Non-Gov,Open,Major Cities,50250,88603,-34.0695,150.818,77998_06
50429,"Aspect Macarthur School, Holsworthy",Holsworthy,NSW,2173,Special,Non-Gov,Open,Major Cities,50250,77604,-33.988,150.992,77998_01
50430,"Aspect Macarthur School, Minto",Minto,NSW,2566,Special,Non-Gov,Open,Major Cities,50250,77605,-34.0257,150.853,77998_02
52364,"Aspect Macarthur School, Northern Rivers Coffs Harbour",Coffs Harbour,NSW,2450,Special,Non-Gov,Open,Inner Regional,50250,77711,-30.2884,153.092,77998_07
50433,"Aspect Macarthur School, West Hoxton",West Hoxton,NSW,2171,Special,Non-Gov,Open,Major Cities,50250,77613,-33.9322,150.836,77998_04
50249,Aspect Riverina School,Albury,NSW,2640,Special,Non-Gov,Open,Inner Regional,50249,69104,-36.0843,146.918,77997_00
53219,Aspect Riverina School Wagga Campus,Wagga Wagga,NSW,2678,Special,Non-Gov,Open,Inner Regional,50249,88620,-35.06548025,147.3596592,77997_06
50605,"Aspect Riverina School, Kiewa Street Albury Campus",Albury,NSW,2640,Special,Non-Gov,Open,Inner Regional,50249,77610,-36.084,146.916,77997_01
52638,"Aspect Riverina School, Moresby Park Centre",North Albury,NSW,2640,Special,Non-Gov,Open,Inner Regional,50249,88619,-36.0538,146.93,77997_05
50606,"Aspect Riverina School, North Albury Campus",Albury,NSW,2640,Special,Non-Gov,Open,Inner Regional,50249,77611,-36.063,146.935,77997_02
50604,"Aspect Riverina School, Wagga Wagga Campus",Kooringal,NSW,2650,Special,Non-Gov,Open,Inner Regional,50249,77609,-35.1416,147.375,77997_03
43813,Aspect South Coast School,Corrimal,NSW,2518,Special,Non-Gov,Open,Major Cities,43813,46747,-34.3639,150.896,77091_00
53110,"Aspect South Coast School, Albion Park",Albion Park,NSW,2527,Special,Non-Gov,Open,Major Cities,43813,87996,-34.5722358,150.763547,77091_17
52079,"Aspect South Coast School, Barrack Heights",Barrack Heights,NSW,2528,Special,Non-Gov,Open,Major Cities,43813,88606,-34.5595,150.846,77091_12
52330,"Aspect South Coast School, Bellambi",Bellambi,NSW,2518,Special,Non-Gov,Closed,Major Cities,43813,,-34.3715,150.913,77091_13
52876,"Aspect South Coast School, Bulli",Bulli,NSW,2519,Special,Non-Gov,Closed,Major Cities,43813,,-34.3348,150.91351,77091_16
52331,"Aspect South Coast School, Farmborough Heights",Unanderra,NSW,2526,Special,Non-Gov,Open,Major Cities,43813,88607,-34.4552,150.828,77091_15
52332,"Aspect South Coast School, North Wollongong",North Wollongong,NSW,2500,Primary,Non-Gov,Closed,Major Cities,43813,,-34.4109,150.889,77091_05
52333,"Aspect South Coast School, Ss Peter and Paul Kiama",Kiama,NSW,2533,Special,Non-Gov,Closed,Major Cities,43813,,-34.6761,150.853,77091_14
53111,"Aspect South Coast School, Unanderra",Unanderra,NSW,2526,Special,Non-Gov,Open,Major Cities,43813,87995,-34.45183909,150.8419588,77091_18
53277,"Aspect South Coast School, Wollongong University",Wollongong,NSW,2522,Special,Non-Gov,Open,Major Cities,43813,88640,-34.40839438,150.8788833,77091_19
43927,Aspect South East Sydney School,Peakhurst,NSW,2210,Special,Non-Gov,Open,Major Cities,43927,55942,-33.9723,151.056,77196_00
52067,"Aspect South East Sydney School, Auburn",Auburn,NSW,2144,Special,Non-Gov,Open,Major Cities,43927,88617,-33.8501,151.03,77196_17
52355,"Aspect South East Sydney School, Belfield",Belfield,NSW,2191,Special,Non-Gov,Open,Major Cities,43927,88612,-33.9011,151.089,77196_11
52356,"Aspect South East Sydney School, Caringbah",Caringbah,NSW,2229,Special,Non-Gov,Open,Major Cities,43927,88609,-34.0452,151.123,77196_04
53218,"Aspect South East Sydney School, Croydon",Croydon,NSW,2132,Special,Non-Gov,Open,Major Cities,43927,88610,-33.8763329,151.1130013,77196_19
52357,"Aspect South East Sydney School, Hurstville",Hurstville,NSW,2220,Special,Non-Gov,Open,Major Cities,43927,88615,-33.9605,151.112,77196_14
52358,"Aspect South East Sydney School, Kareela",Kareela,NSW,2232,Special,Non-Gov,Open,Major Cities,43927,88608,-34.0134,151.083,77196_03
52359,"Aspect South East Sydney School, Leichhardt",Leichhardt,NSW,2040,Special,Non-Gov,Open,Major Cities,43927,88611,-33.8781,151.152,77196_10
52998,"Aspect South East Sydney School, Loftus",Loftus,NSW,2232,Special,Non-Gov,Open,Major Cities,43927,87036,-34.04260873,151.052266,77196_18
52360,"Aspect South East Sydney School, Maroubra",Maroubra,NSW,2035,Special,Non-Gov,Open,Major Cities,43927,88614,-33.9472,151.252,77196_13
40897,"Aspect South East Sydney School, Marrickville",Marrickville,NSW,2204,Special,Non-Gov,Open,Major Cities,43927,77287,-33.9061,151.162,77196_16
52361,"Aspect South East Sydney School, Menai",Menai,NSW,2234,Special,Non-Gov,Open,Major Cities,43927,88613,-34.0189,151.022,77196_12
52362,"Aspect South East Sydney School, Regents Park",Regents Park,NSW,2143,Special,Non-Gov,Open,Major Cities,43927,88616,-33.8784,151.027,77196_15
43769,Aspect Vern Barnett School,Forestville,NSW,2087,Special,Non-Gov,Open,Major Cities,43769,43048,-33.7633,151.219,77577_00
52322,"Aspect Vern Barnett School, Eastwood",Eastwood,NSW,2122,Special,Non-Gov,Open,Major Cities,43769,88579,-33.7894,151.079,77577_04
52059,"Aspect Vern Barnett School, Forestville",Forestville,NSW,2087,Special,Non-Gov,Open,Major Cities,43769,88578,-33.7606,151.221,77577_03
52319,"Aspect Vern Barnett School, Lane Cove",Lane Cove,NSW,2066,Special,Non-Gov,Open,Major Cities,43769,88577,-33.8162,151.169,77577_02
52320,"Aspect Vern Barnett School, Mona Vale",Mona Vale,NSW,2103,Special,Non-Gov,Open,Major Cities,43769,88580,-33.6747,151.302,77577_06
52321,"Aspect Vern Barnett School, St Ives",St Ives,NSW,2075,Special,Non-Gov,Open,Major Cities,43769,88581,-33.7291,151.166,77577_07
43823,Aspect Western Sydney School,Wetherill Park,NSW,2164,Special,Non-Gov,Open,Major Cities,43823,44280,-33.8483,150.915,77585_00
52068,"Aspect Western Sydney School, Blacktown",Blacktown,NSW,2148,Special,Non-Gov,Open,Major Cities,43823,88582,-33.7741,150.9,77585_01
52339,"Aspect Western Sydney School, Bourke Street, Richmond",Richmond,NSW,2753,Special,Non-Gov,Open,Major Cities,43823,88585,-33.6011,150.759,77585_06
52341,"Aspect Western Sydney School, Castle Hill",Castle Hill,NSW,2154,Special,Non-Gov,Open,Major Cities,43823,88627,-33.7397,150.997,77585_16
52343,"Aspect Western Sydney School, Kemps Creek - Emmaus",Kemps Creek,NSW,2178,Special,Non-Gov,Open,Major Cities,43823,88591,-33.8314,150.791,77585_17
52344,"Aspect Western Sydney School, Kemps Creek - Trinity",Kemps Creek,NSW,2178,Special,Non-Gov,Open,Major Cities,43823,88592,-33.8295,150.789,77585_18
52345,"Aspect Western Sydney School, Lawson",Lawson,NSW,2783,Special,Non-Gov,Open,Major Cities,43823,88589,-33.7202,150.441,77585_15
52346,"Aspect Western Sydney School, Quakers Road, Marayong",Marayong,NSW,2148,Special,Non-Gov,Open,Major Cities,43823,88586,-33.7426,150.886,77585_08
52347,"Aspect Western Sydney School, Schofields",Schofields,NSW,2762,Special,Non-Gov,Open,Major Cities,43823,88587,-33.7054,150.892,77585_13
52348,"Aspect Western Sydney School, Smithfield",Smithfield,NSW,2164,Special,Non-Gov,Open,Major Cities,43823,88583,-33.8534,150.934,77585_02
52349,"Aspect Western Sydney School, Springwood",Springwood,NSW,2777,Special,Non-Gov,Open,Major Cities,43823,88594,-33.6643,150.597,77585_07
52999,"Aspect Western Sydney School, St Andrews College Senior Campus",Marayong,NSW,2148,Special,Non-Gov,Open,Major Cities,43823,87037,-33.74912172,150.8883226,77585_19
52350,"Aspect Western Sydney School, St Joseph's",Schofields,NSW,2762,Special,Non-Gov,Open,Major Cities,43823,88588,-33.7055,150.889,77585_14
52351,"Aspect Western Sydney School, St Thomas Aquinas",Springwood,NSW,2777,Special,Non-Gov,Open,Major Cities,43823,88595,-33.6643,150.597,77585_11
52352,"Aspect Western Sydney School, Windsor Street, Richmond",Richmond,NSW,2753,Special,Non-Gov,Open,Major Cities,43823,88584,-33.5984,150.758,77585_05
41330,Asquith Boys High School,Asquith,NSW,2077,Secondary,Gov,Open,Major Cities,41330,47672,-33.6923,151.103,8245
41326,Asquith Girls High School,Asquith,NSW,2077,Secondary,Gov,Open,Major Cities,41326,47673,-33.6897,151.113,8222
41196,Asquith Public School,Asquith,NSW,2077,Primary,Gov,Open,Major Cities,41196,45797,-33.6857,151.112,1070
41059,Athelstane Public School,Arncliffe,NSW,2205,Primary,Gov,Open,Major Cities,41059,48587,-33.9374,151.138,3453
42413,Attunga Public School,Attunga,NSW,2345,Primary,Gov,Open,Outer Regional,42413,49369,-30.9304,150.847,1071
41571,Auburn Girls High School,Auburn,NSW,2144,Secondary,Gov,Open,Major Cities,41571,46471,-33.8429,151.034,8253
41355,Auburn North Public School,Auburn,NSW,2144,Primary,Gov,Open,Major Cities,41355,47799,-33.8417,151.039,1073
41551,Auburn Public School,Auburn,NSW,2144,Primary,Gov,Open,Major Cities,41551,47800,-33.854,151.033,7403
41356,Auburn West Public School,Auburn,NSW,2144,Primary,Gov,Open,Major Cities,41356,47801,-33.8609,151.02,1075
51456,Aurora College,Lane Cove North,NSW,2066,Secondary,Gov,Open,Major Cities,51456,85787,-33.7897,151.1607,8912
50562,Aurora Southern Highlands Steiner School,Bowral,NSW,2576,Combined,Non-Gov,Open,Inner Regional,50562,69964,-34.4718,150.419,78060_00
42718,Austinmer Public School,Austinmer,NSW,2515,Primary,Gov,Open,Major Cities,42718,49986,-34.3054,150.935,1076
41357,Austral Public School,Austral,NSW,2179,Primary,Gov,Open,Major Cities,41357,48545,-33.9345,150.813,1077
40492,Australia Street Infants School,Newtown,NSW,2042,Primary,Gov,Open,Major Cities,40492,47590,-33.8958,151.178,5104
50240,Australian Christian College - Marsden Park,Riverstone,NSW,2765,Combined,Non-Gov,Open,Major Cities,50240,56453,-33.6782,150.838,77619_00
44029,Australian Christian College - Singleton,Singleton,NSW,2330,Combined,Non-Gov,Open,Inner Regional,44029,48793,-32.5759,151.183,77215_00
50729,"Australian International Academy, Kellyville Campus",North Kellyville,NSW,2155,Combined,Non-Gov,Open,Major Cities,50729,70170,-33.6974,150.963,78079_00
43940,"Australian International Academy, Sydney, Strathfield Campus",Strathfield,NSW,2135,Combined,Non-Gov,Open,Major Cities,43940,54348,-33.8929,151.089,11838_00
50381,Australian International High School,Sydney,NSW,2000,Secondary,Non-Gov,Open,Major Cities,50381,,-33.8752,151.206,77724_00
43937,Australian Islamic College of Sydney,Mount Druitt,NSW,2770,Combined,Non-Gov,Open,Major Cities,43937,53436,-33.759,150.83,77631_00
53000,Australian Islamic College of Sydney Senior School,Rooty Hill,NSW,2766,Secondary,Non-Gov,Open,Major Cities,43937,,-33.75954248,150.8325972,77631_01
43756,Australian Performing Arts Grammar School,Glebe,NSW,2037,Secondary,Non-Gov,Open,Major Cities,43756,63376,-33.8843,151.194,77853_00
41251,Avalon Public School,Avalon Beach,NSW,2107,Primary,Gov,Open,Major Cities,41251,47718,-33.6396,151.327,3792
41856,Avoca Beach Public School,Avoca Beach,NSW,2251,Primary,Gov,Open,Major Cities,41856,56159,-33.4712,151.431,1082
42719,Avoca Public School,Avoca,NSW,2577,Primary,Gov,Open,Inner Regional,42719,50243,-34.612697,150.48,1081
43845,Avondale School,Cooranbong,NSW,2265,Combined,Non-Gov,Open,Major Cities,43845,58070,-33.0632,151.465,11003_00
41857,Awaba Public School,Awaba,NSW,2283,Primary,Gov,Open,Major Cities,41857,48964,-33.0106,151.538,1084
40761,Awabakal Environmental Education Centre,Shortland,NSW,2307,Combined,Gov,Open,Major Cities,40761,64093,-32.8761,151.696,5458
42868,Balarang Public School,Oak Flats,NSW,2529,Primary,Gov,Open,Major Cities,42868,50032,-34.5598,150.831,4291
42414,Bald Blair Public School,Guyra,NSW,2365,Primary,Gov,Open,Outer Regional,42414,49413,-30.2299,151.785,1098
41065,Bald Face Public School,Blakehurst,NSW,2221,Primary,Gov,Open,Major Cities,41065,46131,-33.9968,151.107,3794
